Company Code,Account,Customer Name,Trade Format Level 2,Channel,Sales Workforce Lv2,Sales Workforce Lv3,Banner Name,Billing Document,Document Number,Document type,Posting Key,Debit/Credit ind,Assignment,Document Date,Special G/L ind.,Amount in local currency,Local Currency,Amount in doc. curr.,Document currency,Amount in loc.curr.2,Local Currency 2,G/L Account,Posting Date,Baseline Payment Dte,Entry Date,Net due date,Year/month,Reason code,User Name,Sales Document,Vendor,Customer,Reference,Text,Clearing Document,Clearing date,Arrears after net due date,Reference Key 1,Reference Key 2,Exclude,Days,Ageing,Clearing Status
2408,15130539,CV CHQGPWZI GQKGXA SCIEZSQ IOQIJXK,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG SXAQKQYQ SZXEH,,3400015038,DZ,15,H,20230201,2023-02-01,,-476781721,IDR,-476781721,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15130539,682955,682955,3400015038.0,2023-02-01,0,,,,0,<2,Cleared
2408,15131814,PE CQJQA GWEAQ WIYQH,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE 3,,3400015293,DZ,15,H,0262657000001,2023-02-01,,-107055886,IDR,-107055886,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15131814,683006,683006,3400015418.0,2023-02-01,0,,,,0,<2,Cleared
2408,15131814,PE CQJQA GWEAQ WIYQH,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE 3,,3400015418,DZ,15,H,20230201,2023-02-01,,-787096915,IDR,-787096915,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-03,2023-02-01,2023/02,,S_K716,,,15131814,683006,683006,3400015418.0,2023-02-01,0,,,,0,<2,Cleared
2408,15132592,SQE YC JCGKCA,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015127,DZ,15,H,20230201,2023-02-01,,-924703644,IDR,-924703644,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15132592,683034,683034,3400015127.0,2023-02-01,0,,,,0,<2,Cleared
2408,15132693,PE. LXKWIYQAW PCAGQEQ-KCPQIJCI,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC SXAQKQYQ,,3400014827,DZ,15,H,20230201,2023-02-01,,-179452578,IDR,-179452578,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15132693,682929,682929,3400014827.0,2023-02-01,0,,,,0,<2,Cleared
2408,15135438,QLCQ GWYW YC GCYQI,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQ GWYW,,3400015173,DZ,15,H,,2023-02-01,,-347793122,IDR,-347793122,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15135438,682851,682851,3400015173.0,2023-02-01,0,,,,0,<2,Cleared
2408,15140411,CV SXGKCA PQIOQI QKQYW KXQLQ KXAXI,YWSEAWKXEWVC EAQYC,DT,DT,ASG ZXECA WSLQIY,QSG PQLQIOKQAQYQ,,3400015101,DZ,15,H,20230201,2023-02-01,,-11455021,IDR,-11455021,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15140411,682962,682962,3400015101.0,2023-02-01,0,,,,0,<2,Cleared
2408,15141048,PE KCAKQE QIQEQSWQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG SXGQECAQ KCPXLQXQI,,3400014874,DZ,15,H,20230201,2023-02-01,,136977665,IDR,136977665,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15141048,682956,682956,3400014874.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15145628,SQE YC KCAQYCIQI,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015231,DZ,15,H,0262653300005,2023-02-01,,-30225424,IDR,-30225424,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15145628,683012,683012,3400016429.0,2023-02-01,0,,,,0,<2,Cleared
2408,15149262,CV PXEAQ KQAEWKQ PCAKQSQ SXGCICP,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG SXAQKQYQ IZAEH,,3400015115,DZ,15,H,20230201,2023-02-01,,751288133,IDR,751288133,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15149262,683306,683306,3400015115.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15150217,QLCQ GWYW YC SQGQAWIYQ,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQ GWYW,,3400015158,DZ,15,H,20230201,2023-02-01,,-247275247,IDR,-247275247,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15150217,682891,682891,3400015158.0,2023-02-01,0,,,,0,<2,Cleared
2408,15153176,CACSHGQAE-KQHX,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KQG SXLQWCSW,,3400014722,DZ,17,H,20230201,2023-02-01,,120428050,IDR,120428050,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15153176,,,3400014722.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15153176,CACSHGQAE-KQHX,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KQG SXLQWCSW,,3400014723,DZ,17,H,20230201,2023-02-01,,-352232382,IDR,-352232382,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15153176,,,3400014723.0,2023-02-01,0,,,,0,<2,Cleared
2408,15154487,PE PQYGQEWAEQ WWSCSQ,YWSEAWKXEWVC EAQYC,UFS,UFS,ISG,QSG SXAQKQYQ IZAEH,,3400015072,DZ,15,H,20230201,2023-02-01,,640290590,IDR,640290590,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15154487,682870,682870,3400015072.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15154487,PE PQYGQEWAEQ WWSCSQ,YWSEAWKXEWVC EAQYC,UFS,UFS,ISG,QSG SXAQKQYQ IZAEH,,3400015165,DZ,15,H,20230201,2023-02-01,,32048401,IDR,32048401,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15154487,682875,682875,3400015165.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15154643,OZLYCI GWEAQ WIEW PCAKQSQ - SEZAC,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KQG SXLQWCSW,,3400014724,DZ,17,H,20230201,2023-02-01,,-970454898,IDR,-970454898,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15154643,,,3400014724.0,2023-02-01,0,,,,0,<2,Cleared
2408,15154643,OZLYCI GWEAQ WIEW PCAKQSQ - SEZAC,GZYCAI EAQYC,MT,MT,ASG ZXECA WSLQIY,KQG SXLQWCSW,,3400014725,DZ,17,H,20230201,2023-02-01,,520740327,IDR,520740327,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15154643,,,3400014725.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15167460,CV.JQYQ SCIEZSQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC CQSE,,3400014818,DZ,15,H,20230201,2023-02-01,,-522893123,IDR,-522893123,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15167460,682919,682919,3400014818.0,2023-02-01,0,,,,0,<2,Cleared
2408,15167475,PE SXGKCA WIYQH LCSEQAW YC KWEXIO,GZYCAI EAQYC,MT,MT,CYG HYPCA SPC AEG,KQG SPCCWQLEY,,3400015159,DZ,15,H,20230201,2023-02-01,,732799461,IDR,732799461,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15167475,682902,682902,3400015159.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15173122,PE OCGWLQIO QOAZ QOAQGWI,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG LQGPXIO,,3400014941,DZ,15,H,20230201,2023-02-01,,396549553,IDR,396549553,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,V_V708,,,15173122,CBM_3030519666_D,,3400014941.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15173423,PE.PWIEXEWOQ XEQGQ JQEWWQIOW,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG CWACKZI,,3400014895,DZ,15,H,20230201,2023-02-01,,-819417109,IDR,-819417109,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15173423,683052,683052,3400014895.0,2023-02-01,0,,,,0,<2,Cleared
2408,15173621,PE. JQYQ SCOQA QKQYW,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC KQIYXIO,,3400014910,DZ,15,H,20230201,2023-02-01,,972062184,IDR,972062184,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15173621,683096,683096,3400014910.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15174658,CV SCAKQ SCAKW LGE,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,KQG SZXEHCAI SXG,,3400016085,DZ,11,H,20230201,2023-02-01,,30429755,IDR,30429755,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-04,2023-02-01,2023/02,,V_V708,,,15174658,UNALLOC,1020015174658,3400016420.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15176594,CV CZAWQAY KCYWAW LGE,YWSEAWKXEWVC EAQYC,DT,DT,ASG LGE JQVQ,KQG LGE GQLQIO,,3400015070,DZ,15,H,20230201,2023-02-01,,476211631,IDR,476211631,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15176594,683062,683062,3400015070.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15182013,CV. SXAYQ PAWGQ QKQYW,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG LQGPXIO,,3400015160,DZ,15,H,20230201,2023-02-01,,821923892,IDR,821923892,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15182013,683891,683891,3400015160.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15182013,CV. SXAYQ PAWGQ QKQYW,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG LQGPXIO,,3400015160,DZ,15,H,20230201,2023-02-01,,-762489780,IDR,-762489780,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15182013,683891,683891,3400015160.0,2023-02-01,0,,,,0,<2,Cleared
2408,15182015,SQE YC KQAQWQIO,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400015236,DZ,15,H,20230201,2023-02-01,,96489247,IDR,96489247,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15182015,683031,683031,3400015236.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15182173,CV HCKSQ OCGWLQIO,YWSEAWKXEWVC EAQYC,DT,DT,ASG OE JQVQ,QSG CWACKZI,,3400015848,DZ,15,H,20230201,2023-02-01,,-666262480,IDR,-666262480,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-03,2023-02-01,2023/02,,NARASIM_R700,,,15182173,15182173,15182173,3400015848.0,2023-02-01,0,,,,0,<2,Cleared
2408,15186789,PE CQHQYQ QOXIO CCGCALQIO WC JXWQIQ,YWSEAWKXEWVC EAQYC,IC,IC,ASG IQEWZIQL WC,QSG WC CCIEAQL,,3400015021,DZ,15,H,20230201,2023-02-01,,295996305,IDR,295996305,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15186789,683139,683139,3400015021.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15189993,SQE YC OXIXIO SWIYXA,GZYCAI EAQYC,MT,MT,CYG GWIWGQAKCE,KQG QLCQGQAE,,3400016429,DZ,15,H,20230201,2023-02-01,,-83226506,IDR,-83226506,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-05,2023-02-01,2023/02,,NARASIM_R700,,,15189993,683012,683012,3400016429.0,2023-02-01,0,,,,0,<2,Cleared
2408,15200942,CV.XSQHQ JQYQ SCIEZSQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG ZXECA WSLQIY,QSG PZIEWQIQK,,3400014835,DZ,15,H,20230201,2023-02-01,,23666915,IDR,23666915,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15200942,682969,682969,3400014835.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15221407,QCZI KSY CWEY,GZYCAI EAQYC,MT,MT,CYG SPG,KQG SXPCAGQAKCE1,,3400015296,DZ,15,H,0262657000004,2023-02-01,,-356997752,IDR,-356997752,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15221407,683039,683039,,,5,,,,3,>2,Open
2408,15228189,PE. GWEAQ SQAWGQS PAQEQGQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG SXGQECAQ KCPXLQXQI,,3400014833,DZ,15,H,20230201,2023-02-01,,-915502978,IDR,-915502978,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15228189,682966,682966,3400014833.0,2023-02-01,0,,,,0,<2,Cleared
2408,15241000,PE GQJX GQKGXA AQYQ,YWSEAWKXEWVC EAQYC,DT,DT,ASG ZXECA WSLQIY,QSG PQPXQ,,3400014904,DZ,15,H,20230201,2023-02-01,,-949399887,IDR,-949399887,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15241000,683079,bnppay,3400014904.0,2023-02-01,0,,,BNPPAY,0,<2,Cleared
2408,15242468,PE PQIQHGQS YWWEQGQ YWSEAWIYZ,YWSEAWKXEWVC EAQYC,DT,DT,ASG LGE JQVQ,KQG LGE GQLQIO,,3400014929,DZ,15,H,20230201,2023-02-01,,164616824,IDR,164616824,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15242468,682954,682954,3400014929.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15242468,PE PQIQHGQS YWWEQGQ YWSEAWIYZ,YWSEAWKXEWVC EAQYC,DT,DT,ASG LGE JQVQ,KQG LGE GQLQIO,,3400014936,DZ,17,H,20230201,2023-02-01,,825651444,IDR,825651444,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-01,2023-02-01,2023/02,,SYSADMIN,,,15242468,,,3400014936.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15249524,CV SWIQA AWGKZ,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG JQGKW,,3400015107,DZ,15,H,20230201,2023-02-01,,845780911,IDR,845780911,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15249524,683061,683061,3400015107.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
2408,15249524,CV SWIQA AWGKZ,YWSEAWKXEWVC EAQYC,DT,DT,ASG WCSE,QSG JQGKW,,3400015107,DZ,15,H,20230201,2023-02-01,,157272596,IDR,157272596,IDR,0,,13301001,2023-02-01,2023-02-01,2023-02-02,2023-02-01,2023/02,,SYSADMIN,,,15249524,683061,683061,3400015107.0,2023-02-01,0,,,Positive Value,0,<2,Cleared
